"","ScreenName","Location"
"781","cocolasvegas64","Las Vegas <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BE><ed><U+00B6><U+0082>Chicago <ed><U+00A0><U+00BE><ed><U+00B6><U+0089><ed><U+00A0><U+00BC><ed><U+00BC><U+00B3>"
"782","Musicmarie","Yorkshire"
"783","deepimpin01","California, USA"
"784","razzmajazzy","Canada"
"785","Ts_LisaLovely","Miami, FL"
"786","realdawnsummers","ÜT: 39.38671,-74.414476"
"787","szabjzs50463043","Budapest"
"788","ZeeTalkRadio","North Carolina, USA"
"789","SNYRangers","New York"
"790","CariO4411","Beautiful So Cal "
"791","vijentham","California, USA"
"792","GillingsGlobal","Chapel Hill, NC"
"793","alleghenycms","Pittsburgh Pennsylvania"
"794","thefolkwitch","Milwaukee, WI"
"795","larrypareigis","Music City, USA."
"796","watermanwords","Oregon, USA"
"797","KvRana007","DickLand"
"798","thestarspost","New York, USA"
"799","UNC","Chapel Hill, NC"
"800","KimLawPrice","United States"
"802","yourbookzone","Minneapolis, MN"
"804","JuliaMZoeller","Kenosha, Wi."
"805","jteeDC","Writing curses in cursive"
"806","_Cutty11","Baltimore, Maryland"
"807","shann369","Canada"
"808","bblueshirts","Blueseats @ MSG"
"809","atticgirl76","Pennsylvania, USA"
"811","Brick_Frog","Bethesda, MD"
"812","horrorgamer1970","United States"
"813","BlanksSlate","Washington, DC"
"814","DebFlute","ndn country"
"815","WilliamWwcroom","Rushville, IL"
"816","r2rnow","Toronto, Ontario"
"817","srl1","St. George"
"819","GuiltFreeTips","U.S.A"
"822","sylviaintoronto","Toronto, Ontario"
"823","1013Online","Louisville, Kentucky"
"825","jeffmyers01","Atlanta"
"826","DeloitteGlenn","SoCal/U.S.A."
"828","MorganAJarvis","Bowmanville, Ontario"
"829","SBonora35","NJ"
"830","DUALComLLC","FL.NY.NJ.GA.CA.IL.MD.Int'l"
"831","BuchToKreids","NYR•NYY•NYK•NYJ• Ur moms Poon"
"832","Daily_Pinch","Charlotte, NC"
"833","gcorn_4theWin","Lakeland, Florida"
"834","ramiadwan","Amman"
"835","brotips","New York, New York"
"836","504NenoFlacko","Violet, LA"
"837","gigaclaire","United Kingdom"
"838","Only_Tatasty","United States"
"839","ConservativeMag","USA"
"840","RedTory1","Saint John New Brunswick"
"841","hijerrburr","the garden "
"843","dbuncher","Parma, OH"
"844","floridian_inst","miami"
"845","GoodSamColorado","Lafayette, Colorado"
"846","billnsher42197","South Carolina"
"847","SarloMarilyn","Melrose Park, IL"
"848","EE1SchoolPsych","Connecticut, USA"
"849","avery16fan","Rangerstown"
"850","CanVetMedAssoc","Ottawa, Ontario, Canada"
"851","jchfabregas","Madrid, Comunidad de Madrid"
"852","AveryGillick","Spec. Love of Mtl, TO & Vancou"
"853","cmdp__","Toronto, Ontario"
"854","OVCPetTrust","University of Guelph"
"855","Notorious_Em","Somewhere, Tx"
"856","Myleahh","htx"
"857","Bcassis_","Charlottesville, VA"
"858","coachfranw","Englewood, CO"
"859","ArchivistJessC","Philadelphia, PA"
"860","OTGHockey","United States"
"861","ChrisWasselDFS","Rahway, New Jersey"
"862","AugustusVollmer","Chicago, IL"
"863","Chips_Says","Brookfield"
"864","Goodatboth2","Richmond, VA"
"866","bigdaddyramirez","cstat "
"867","bradyyskjei","mets | jets | rangers"
"868","blueshirtbuddha","New York"
"869","CHCMSCanada","Toronto, Ontario"
"870","FOX47News","Lansing, Michigan"
"871","BrettCyrgalis","New York"
"874","lydia_marlene_w","lydiaw@yorku.ca"
"875","CindyFiala","Frederick, CO"
"876","Zak4B","Rangerstown"
"877","Nick_CoteRDS","RDS_Montreal"
"878","TheTiltedIce","Madison Square Garden"
"879","4BNYRGameday","Rangerstown, USA"
"880","Austin11Edwards","United States"
"881","drosennhl","New Jersey, USA"
"882","ShattysHair22","North Bellmore, NY"
"883","drkyliesmith","Atlanta, GA"
"884","justmya_","yah moms house"
"885","Young_Rock20","Texas A&M University"
"887","Ybme2day","Purgatory, Port Orange, FL"
"888","AAHN_Nursing","Wheat Ridge, CO, USA"
"891","lseiders3","Hagerstown, MD"
"892","Guyism","New York, NY"
"893","LethalxMinx","Buffalo, NY"
"894","RonJellison","Oregon, USA"
"895","anibalhcastillo","Guelph, Ontario, Canada"
"896","CoganSchneier","Washington, DC"
"897","DouglasStuff","United States"
"898","kirstyward062","Lincolnshire"
"899","ga_res_alliance","Georgia"
"900","shadyxjose","Atlanta, Georgia"
"901","mcshupe","Gravenhurst, Ontario"
"903","wtudordoc","Ewing, NJ"
"904","kVngMycah_","Paying Bills"
"905","GChatzipavlou","Greece"
"906","MorrisonLaw","Chapel Hill, NC"
"907","CulturallyDeMag","New Orleans ... San Francisco"
"908","docmalerba","Upstate New York"
"909","SterileSpace","Verona, NJ"
"911","CorydonFamCare","Corydon, Indiana"
"912","rmcgarry23","Louisville, KY"
"913","alexldurbin","Springfield/Lee's Summit MO"
"914","BrainOfBPharm","Visalia, CA"
"917","elopezzg","bay area , CA"
"918","fcbzafra","Zafra, Badajoz, Extremadura"
"919","mountainmommaaa","Huntington, WV"
"920","smilezbrown101","Belize"
"921","npdgroup","Port Washington, NY"
"922","kaufield","Quispamsis, NB"
"923","bigdaddyvalawie","HTX"
"924","AEBowenPhD","Washington, DC"
"925","_MesaRoadE","Houston, TX"
"926","lilt0paz","Atlanta, GA"
"927","GradSchoolSinai","New York, NY"
"928","cindiwilmer","Pickerington, OH"
"929","Viewsbymarcus","United States"
"931","knuf1985","Dartmouth , NS , Canada"
"932","GalfandBerger","Philadelphia, Pennsylvania"
"934","thelyzardwoman","Waynesboro, VA"
"935","ItsFreeAtLast","Harrison, OH"
"936","xoxo_jasmineebo","Houston, TX"
"937","hannah_recht","New York, NY"
"938","gofdenuf","Alabama, USA"
"939","carol08156","Deptford, NJ"
"940","PAHMankato","Mankato, MN"
"941","nondual","Switzerland"
"943","regggibush","Houston, TX"
"944","IndigoHawthorne","USA & Europe"
"945","HandHygiene101","Canada"
"946","ristiety","Manado, Indonesia"
"947","LCokin02","Rethel  08"
"948","historyatnih","Bethesda, Maryland"
"949","Ayo_Tigga","Atlanta, Georgia"
"950","UnionAndBlue","Columbus, OH"
"951","ktlnrose","Charlotte, NC"
"953","hhask","Columbia, SC"
"954","SHHealthBeat","Grand Rapids, MI"
"955","DearMomDiary","Pittsburgh, PA"
"958","boston25","Boston, MA"
"959","IsabelleFaivre","NC"
"960","rawrritskatie","The Magnolia State"
"962","QkNuBGTYaSMW8w3","rustavi"
"963","DebHandHygiene","Charlotte, NC"
"964","RedsLizzie","Washington, DC"
"965","brydenpeters","Wilkes-Barre, PA"
"966","andrea30656","Atlanta, GA"
"967","Deb_Canada","Ontario, Canada"
"968","fettyrmdn","Sumenep, Jawa Timur"
"969","ssigafoos","Lehigh Valley, PA"
"970","ALANDexter2020","USA"
"971","AHealthyBod","United States"
"972","stayleblanc","Canada"
"973","ZuzanaBleha","Canada"
"974","TexasConsumer","TEXAS"
"975","Patrick_Boshell","Ontario, Canada"
"976","MedimapHealth","Vancouver, British Columbia"
"977","kbrizzzleee","Killeen, TX"
"979","CHS_MPeterson","Chesterton, Indiana"
"980","KrazyHorse_","Bedford, England United Kingdom"
"981","rubysmoker","Tempe, AZ"
"982","shrinersphilly","Philadelphia, PA"
"983","HectorECastroJ","Washington, DC"
"984","medicagoinc","Québec, Canada"
"985","n_elizabethhh","Chicago"
"986","QuintinOnCamera","Charleston, SC"
"987","r_luba","USA"
"988","lakantocanada","Vancouver, British Columbia"
"989","News2iTeam","Charleston, SC"
"990","newsgwcom","United States"
"991","ugagr","Athens, GA"
"992","NJHealth","Denver, Colorado"
"993","sabinvaccine","Washington, DC"
"994","DreamVillain95","Jacksonville Beach, FL"
"995","angeryotter","Savannah, GA"
"997","CabbageTV","Charleston, SC"
"998","Santos_347","Atlanta, GA"
"999","TheUrbanCowboy","Guelph, Ontario, Canada"
"1000","Stoyns_","The Friendzone"
"1001","OYOFITNESS","United States"
"1002","GuelphBugle","Guelph"
"1003","garypgarrett","Manhattan"
"1004","elizab3thaf","Earth"
"1005","bohicasis","100 Steps FromThe Shore"
"1006","uofg","Guelph, Ontario, Canada"
"1007","NashuaPHealth","Nashua, NH"
"1008","arizerg","San Francisco, CA"
"1009","dominicholden","NYC/DC"
"1010","DailyBestJB","Detroit"
"1011","LBHealth","Baltimore, MD"
"1012","IvetteMuscat","Dearborn, MI"
"1013","NukeyTime","Decatur, AL"
"1014","leaxbee","Philadelphia, PA"
"1015","adrispetpeeve","Richmond Hill, Ontario"
"1016","KeyMedMgmt","Columbia, MD"
"1017","ScottLuft","Ontario"
"1018","ClubKma","Arkansas, USA"
"1019","InfectiousDz","NYC"
"1020","OptimistMelanin","Norfolk, VA"
"1021","HopkinsHowardC","Columbia, MD"
"1024","GOGREENBIOTECH1","Ocala, FL"
"1025","rochelelawson","California"
"1026","theinclinepgh","Pittsburgh, PA"
"1027","RRS_RadRes","Bozeman, MT"
"1028","bermaninstitute","Baltimore, Maryland"
"1029","HigherIntention","Roswell, GA"
"1031","SmithBrianA","Metro Detroit"
"1032","lexibscalia","Charleston, SC"
"1033","TheKetoGuide","United States"
"1034","Local12","Cincinnati, OH"
"1035","reevesreport","Toronto, ON"
"1036","happilylizz","Columbus, OH"
"1037","yayamorr","Canada"
"1038","dom86hopson","Williamsburg, VA"
"1039","chuckd13324","New York, USA"
"1040","LuciadelCarmen6","Nottingham, UK"
"1041","travis_tekiele","Marshall, MI"
"1042","RyRobVO","Athens, GA"
"1043","DrSanda","Los Angeles"
"1044","organisoul","Glendale Heights, IL"
"1045","CharlyLee_PSU72","Boalsburg, Pennsylvania, USA"
"1047","VirtualTal","Detroit, MI"
"1048","UGAanthropology","Athens, GA"
"1049","ReindeerTweets","White House, Tennessee"
"1050","CommuniVET","Canada"
"1051","sandymbbs","New Delhi, India"
"1052","mickrsmith","Mississippi"
"1053","dlonra7105","Franklin, TN"
"1054","s_prevot","NYC/CT"
"1056","FDS_nutrition","Everywhere"
"1058","CarlynServices","#Aurora/#Toronto, Ontario"
"1059","ermak_umk3_mkd","Jacksonville, IL"
"1060","TheMrZwiebel","Columbus, OH"
"1061","shameless_l","The Gym"
"1062","empressmea"," 3rd Ward Tx"
"1064","VinceVulpetti","Troy, MI"
"1065","cmukruz","USA, Eastern Shore,MD/ Work-DC"
"1066","edie_rische","Texas, USA"
"1067","ugaalumniassoc","Athens, Ga."
"1068","eegiee","Tatar Sunda - Pangumbaraan"
"1069","AltaViewHosp","Sandy, UT"
"1070","Callme_McLoving","Jersey"
"1071","dvybreak","Wherever God is"
"1072","Lys_Morrison","Chapel Hill, NC"
"1073","Wharncliffe240","London, Ontario"
"1074","srwestin","New York, NY"
"1075","NYSAFP","Albany, NY"
"1076","Rami_JustMe","Globe "
"1077","notsostrait_","insta- notsostrait_"
"1078","SirenSeaOpal","St Petersburg, FL"
"1079","robhaire1","Nashville, TN"
"1080","ZakeyaFoster","Miami, FL"
"1081","floaternick1604","somewhere"
"1082","RevRadioUSA","United States"
"1083","Tdotcomedy","toronto"
"1084","KingCharlton","South Carolina, USA"
"1085","ThePokerMonkey","Biloxi, MS"
"1086","blakesh55399014","Tishomingo, OK"
"1087","LisaAsanuma","Salt Lake"
"1088","universityofga","Athens, GA"
"1089","PrepperNation1","Cumming, GA"
"1090","DavidUzumeri","Toronto, Ontario"
"1091","Shahd__Khalil","Halifax, Canada"
"1092","MuskokaRegion","Muskoka"
"1093","IcecreamGenius","Toronto, Canada"
"1094","alvinhealthcare","New York and Colorado"
"1095","JanaeBarnhill","Kenosha, WI"
"1096","sahalkhojah","Jeddah, Medina"
"1097","doynerdc","Earth"
"1099","Optalis","Berkshire"
"1101","TahaliaGrace","Toronto, Ontario"
"1102","9erteacher","Wisconsin, USA"
"1103","KaloramaInfo","Rockville, MD"
"1104","southpawgram","Pennsylvania, USA"
"1105","WZEPAM1460","DeFuniak Springs, FL"
"1106","ATFitch","New York, NY"
"1107","ewhiteheaduk","Plymouth, UK"
"1108","Saraphina_Marie","Nashville, TN"
"1109","1essential2","Puyallup, Wa."
"1112","rbaltikahn","Durham, NC"
"1113","jeanniieeeeee","Dique Sunshine state"
"1114","kingofthefoot","Türkiye/Eskisehir-Merkez"
"1115","PETERBENTON","New Jersey, USA"
"1116","parkradio","Canada"
"1117","mateoqme","Maine, USA"
"1118","JayVanderVeen","Northern Indiana"
"1119","bigdreams_2016","Ontario, Canada"
"1120","ExcellusBCBS","Upstate New York"
"1121","TehFreyasaur","Ontario, Canada"
"1122","RaiseTheAgeNY","New York"
"1123","cajun_Sheen","United States"
"1124","MEL2AUSA","USA"
"1125","JUVerastegui","Whitby, Ontario, Canada"
"1126","letssBREEreal","#REALmatic "
"1127","TumeloxMaepe","JHB | BFN"
"1128","TrutherbotAnyo2","Twilightzone"
"1129","arvys_world","NYC"
"1130","_imcourt","houstonmftxho"
"1131","MiaCorvere14","Portugal"
"1132","IndOriginals","Indianapolis, Indiana"
"1133","MennettLeeLLC","CT, New England, Greater NY"
"1134","EinsteinMed","Bronx, NY"
"1136","MobilePSP","Mobile, AL"
"1137","headdS_UP","Down By The River"
"1138","PittsburghPG","Pittsburgh, Pa."
"1139","MowneekMania","Iloilo City"
"1140","ACenaiko","Ottawa, ON"
"1141","peijiikari","baltimore"
"1142","JahBlauw","Amsterdam, Nederland"
"1143","NancySa45944060","Webster Groves, MO"
"1144","mowarisa","bkk.Thailand"
"1145","caboundeh","White Rock, British Columbia"
"1146","sparklypia","Denver, CO"
"1147","DeloitteRiskFin","United States"
"1148","callme_cory","thinking of her"
"1149","CHCNEO","Afton, Oklahoma"
"1150","PrepperBabecom","California, USA"
"1152","LehighU_CogSci","Bethlehem, PA"
"1153","glynmoody","London"
"1154","phylogenomics","Davis, CA"
"1155","la19kt","Missouri, USA"
"1156","PuddinsJesterHQ","The Sanctuary"
"1157","AmazngEbooks","Minnesota, USA"
"1158","PPNYCAction","New York City"
"1159","annamariieee_","franklin"
"1160","AuthenticaClass","Georgia, USA"
"1161","italk2angels","Geneva NY"
"1162","WilliamNSmith3","New Jersey, USA"
"1164","NewsomeHulon","New Jersey, USA"
"1165","jxtpx","San Antonio, TX"
"1166","GarrisonCarr","Chicago, IL"
"1167","Elements_BH","Atlanta, GA - Buckhead"
"1168","AlabamaPharmacy","Montgomery, AL"
"1169","littl3willy_","Ireland"
"1170","valleygirljulie","Sherman Oaks, CA"
"1171","Lil_TidePods","Garfield Heights, OH"
"1173","bra07md","Gainesville, FL"
"1174","44vreiki","United States"
"1176","packfamclinic","Wagoner, OK"
"1177","JamesTheWinter","California, USA"
"1178","rosiepry","Bella Vista, Ar"
"1180","LASundbergArt","minnesota"
"1181","BBWQUEENALICIA","Eldorado, IL"
"1182","JoyceEScott1","TN"
"1183","Takeoff_dinero","imb "
"1184","ToothbrushExp","USA & Canada"
"1185","tomwoods55","Largo, Florida"
"1186","SimplyELC","Columbus, MS • Hattiesburg, MS"
"1187","juanpg__","Ottawa / Toronto"
"1190","bssheckler","Carnegie, PA"
"1191","Cynderraven","Ontario, Canada"
"1192","retromatt1","inna trenches"
"1193","Sarah_The_Bully","Oakville"
"1194","JanUrban12","Ohio, USA"
"1196","EPI_UF","Gainesville, FL"
"1197","carencey","DC metro, USA"
"1199","KennethRtlge","Thomasville, AL"
"1200","KITSCalls","Indianapolis, IN"
"1201","All_Coverage","Chester, VA"
"1202","TeamClean_Inc","Philadelphia, PA"
"1203","nys_health","New York"
"1204","SmartOfficeDeal","Detroit, MI"
"1205","cassie_flu","Ohio, USA"
"1206","delamed","Newark, Delaware"
"1208","SlayemKen","Killeen, TX"
"1209","_trellzzz","InTheseBitchesSearchBars"
"1210","AnnJeanBS","Virginia, USA"
"1211","trutherb0tJ0K3R","The Internets "
"1212","dtread","Trion, Georgia"
"1213","JackKaBaap","Bar Hill, England"
"1215","UofGuelphNews","Guelph, Ontario"
"1216","ConversationUS","Boston, MA"
"1217","kendraedits","virginia"
"1218","xlexxxxx","new york"
"1219","VoteSmarts","United States of America"
"1222","KFOR311","Nowhere Land USA"
"1223","cassiexx3","instagram- cassieeowen "
"1224","DrNancyM_CDC","Atlanta, GA"
"1225","mdhealthtimes","Atlanta, GA"
"1226","NYSAAPCH2","Brooklyn, Queens, Long Island"
"1227","Angeeegonz","Miami, FL"
"1228","DicksonData","Addison, IL"
"1229","KimboChimbo","trinidad "
"1230","ExpressMedical_","United States"
"1231","suboticjelena","Atlanta"
"1232","TUN_SOPT","Henderson, NV"
"1233","SamHaley_","NYC "
"1234","WynnPharm","New Jersey"
"1235","alpana_u","Upland,CA"
"1237","WeAreDCPH","Denton, TX"
"1238","MegroCorp","Conshohocken, PA"
"1239","AbdiWirajaya","Bali-Yogyakarta"
"1240","Joe_America1776","BROOKLYN NEW YORK"
"1242","tregas","Cleveland, OH"
"1243","tompomona","Carlisle, PA"
"1245","ChristianCoachT","El Paso, TX"
"1246","BunnylovesWolfy","Ontario, Canada"
"1247","pashacosplays","New Hampshire, USA"
"1248","judtillett","Outer Banks, NC"
"1249","DrugwatchElaine","Orlando, FL"
"1252","UConnSHS","234 Glenbrook Rd, Storrs, CT"
"1253","DiamondbackMac","Jay, FL"
"1254","JeffcoatBonnie","Oklahoma City, Oklahoma"
"1255","DrugwatchTerry","Orlando, FL"
"1256","pfflyrs","East Lansing, MI"
"1257","ohsohappy62","West Coast, USA"
"1258","KUnews_ebp","Lawrence, Kansas, U.S.A."
"1260","angelinaward","New York, NY"
"1261","GregKelmanMD","California, USA"
"1262","lifecourseUofT","Toronto, ON"
"1263","RissaTana","Norfolk, VA"
"1264","MadisonWIBuzz","Madison, WI"
"1265","DMEMEDS","Chicago, IL"
"1266","SesameCommunity","New York, NY"
"1267","meesani786","Brampton, Ontario"
"1268","PAHealthDept","Harrisburg, PA"
"1269","VallartaTribune","Puerto Vallarta Jal Mexico"
"1270","VAMCColumbiaSC","Columbia, SC"
"1271","DyanSohn","Deerfield Beach, FL"
"1272","InfectionPrvntn","New Jersey"
"1273","dapperchels","Louisiana, USA"
"1274","JoshFitzWx","Charlottesville, Virginia"
"1276","mcdiduch","New York, NY"
"1277","BlessPres45","USA"
"1278","DrJulieDunbar","Bronx, NY"
"1279","Hotflashes10","Mars"
"1280","SouthernMissNow","Hattiesburg, MS"
"1281","maumi11","<U+30A2><U+30E1><U+30EA><U+30AB><U+6771><U+6D77><U+5CB8><U+30CB><U+30E5><U+30FC><U+30B8><U+30E3><U+30FC><U+30B8><U+30FC><U+5DDE>"
"1282","CIMMYlove","Hattiesburg, MS"
"1283","sharonmhfung","Toronto, Ontario"
"1285","_mandalizabeth","Salt Lake City, Utah "
"1286","AtomicJayci","california"
"1287","SouthernMiss","Hattiesburg, MS"
"1288","Stahlzart","the village"
"1289","librariegrrl","New Jersey, USA"
"1290","DavidGetner","Torrington, CT"
"1293","DirtRoadDesign","Kingsley, IA"
"1294","AikiAcupuncture","Montclair, NJ"
"1295","KDKARadio","Pittsburgh, PA"
"1296","asinghal01","New York, NY"
"1297","HannahLong3","Chicago, IL"
"1298","RevDrJestus","South Saint Paul, MN"
"1299","William28808297","Albany, OR"
"1300","SueRosenstock","Maryland, USA"
"1302","N8_MC","Detroit"
"1303","JohnnaPomaville","Beautiful Planet Earth"
"1304","StayGold24k_","Lawrence, Massachusetts"
"1305","CrescentAlums","Toronto, Ontario"
"1306","lilypadfoot81","Ontario, Canada"
"1307","FuckYouMiyn","Writer for @IAMHIPHOPMAG"
"1308","jackiehylandtv","New York"
"1309","GoddessHeraaa","California, USA"
"1310","DrCAlexanderFer","Los Angeles, CA"
"1311","cait_lg","Myrtle Beach, SC"
"1312","grebello73","Cranston, RI"
"1313","Goosymane","On The Road To Riches"
"1315","dr2red","Niagara Falls, Ontario, Canada"
"1316","sharemylesson","Washington, DC"
"1317","skrnasus","Missouri, USA"
"1318","Mjhopkins81","Morgantown, WV"
"1319","enterpriseTO","Toronto, ON"
